qid,docid,llm_grade,systems,model
105_7,MARCO_8712178,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
105_8,CAR_108621b3c1d5ff61a97860dd5ca0088372d08967,0,raw,gpt-4o-2024-08-06
105_8,CAR_285d909c31dac766abbfa38bba8b84a7f07c54f6,0,gpt-4o-mini,gpt-4o-2024-08-06
105_8,CAR_2bf9f12a44cf375430aa8b7377ece358819765a4,0,raw,gpt-4o-2024-08-06
105_8,CAR_30c528309c4c3e8c271d40f691afb09044576b55,0,raw,gpt-4o-2024-08-06
105_8,CAR_39508fdbaaf26a02f29164c8262e5cc44e8178b7,0,gpt-4o,gpt-4o-2024-08-06
105_8,CAR_3fe977bafd632b4dbb399fd23ed5f1a9f16d58dc,0,raw,gpt-4o-2024-08-06
105_8,CAR_40f8e437349b60ad57fd51d0e22689d145ef494c,0,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
105_8,CAR_70b9fd388e2784f565c23c802b32b84d231eb256,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
105_8,CAR_8f059f5818b31e3dd44087055451f346367c39b8,0,gpt-4o-mini,gpt-4o-2024-08-06
105_8,CAR_9aad23779c618fad8742efd934261a3e2caea018,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
105_8,CAR_9dc11e7b1bfe5c5e2383f6ee95f5b1167bf0eea4,0,gpt-4o,gpt-4o-2024-08-06
105_8,CAR_ae2ab318c589c5572e3a41b9befcea5923c8ef2c,0,llama-3.1-8b-instant|llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
105_8,CAR_b39fd0cb073c4a1a8a2bf209d0148ee5d1b56ca0,0,gpt-4o-mini,gpt-4o-2024-08-06
105_8,CAR_b53655fd30f577be182394a5aacc33f9299483d6,0,gpt-4o-mini,gpt-4o-2024-08-06
105_8,CAR_c0021ea36979e25633a27aa86952324fdde3fef5,0,raw,gpt-4o-2024-08-06
105_8,CAR_c1efe83341553d85a640392d69b7fd34425a7813,0,gpt-4o-mini,gpt-4o-2024-08-06
105_8,CAR_d35836bb55213eabb18bbfdd10934d46383475d6,0,gpt-4o-mini,gpt-4o-2024-08-06
105_8,CAR_d3974412160198a0815de3ac18be9d2430582944,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
105_8,CAR_d6755edfab86275307a6c2f220f239688137884b,0,raw,gpt-4o-2024-08-06
105_8,CAR_e375ca32fc7231179d9363116c8505655d519697,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
105_8,MARCO_4320730,0,gpt-4o-mini,gpt-4o-2024-08-06
105_8,MARCO_5141464,0,gpt-4o-mini,gpt-4o-2024-08-06
105_8,MARCO_5347619,0,raw,gpt-4o-2024-08-06
105_8,MARCO_5490737,0,raw,gpt-4o-2024-08-06
105_8,MARCO_8191874,0,gpt-4o-mini,gpt-4o-2024-08-06
105_8,MARCO_8624914,0,gpt-4o-mini,gpt-4o-2024-08-06
105_9,CAR_436255ea96c0f4c8850e378fc2234801f71ef010,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
105_9,CAR_af645180ff279ca39b9a031dc8c66e57a3820a51,3,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
105_9,MARCO_368663,3,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec|raw,gpt-4o-2024-08-06
81_1,CAR_353cc3cd905dd74409d47f331979acca2cd72545,1,gpt-4o-mini,gpt-4o-2024-08-06
81_1,CAR_aee7be1029e24bf71f3a08d4a5593938bda63769,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_1,MARCO_1381085,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_1,MARCO_1381087,0,human|quretec|raw|t5,gpt-4o-2024-08-06
81_1,MARCO_1975364,1,gpt-4o-mini,gpt-4o-2024-08-06
81_1,MARCO_2554777,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_1,MARCO_297564,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_1,MARCO_3212800,0,human|quretec|raw|t5,gpt-4o-2024-08-06
81_1,MARCO_3212807,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_1,MARCO_36532,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_1,MARCO_5484630,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_1,MARCO_5498472,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_1,MARCO_5498473,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_1,MARCO_5756822,1,gpt-4o,gpt-4o-2024-08-06
81_1,MARCO_6555544,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_1,MARCO_671687,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_1,MARCO_6845768,2,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_1,MARCO_6980837,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_1,MARCO_700026,0,human|quretec|raw|t5,gpt-4o-2024-08-06
81_1,MARCO_7308615,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_2,CAR_37e04230aa362e87a69f2bee1cdb19c43851f00a,0,raw,gpt-4o-2024-08-06
81_2,CAR_dfdb931bcfc15890b9c1869014f84a65c69add35,0,raw,gpt-4o-2024-08-06
81_2,CAR_ef08db23e89cab403cbff20918b7bccda7baff3d,0,raw,gpt-4o-2024-08-06
81_2,MARCO_308012,0,raw,gpt-4o-2024-08-06
81_2,MARCO_3193709,0,raw,gpt-4o-2024-08-06
81_2,MARCO_4134759,0,raw,gpt-4o-2024-08-06
81_2,MARCO_4779629,0,raw,gpt-4o-2024-08-06
81_2,MARCO_5385626,0,raw,gpt-4o-2024-08-06
81_2,MARCO_5566456,0,raw,gpt-4o-2024-08-06
81_2,MARCO_6087039,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_2,MARCO_6555538,1,gpt-4o-mini,gpt-4o-2024-08-06
81_2,MARCO_7713531,1,gpt-4o-mini,gpt-4o-2024-08-06
81_2,MARCO_7975971,0,raw,gpt-4o-2024-08-06
81_2,MARCO_8752372,1,quretec,gpt-4o-2024-08-06
81_2,MARCO_888457,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_3,MARCO_1162231,0,raw,gpt-4o-2024-08-06
81_3,MARCO_1337715,0,raw,gpt-4o-2024-08-06
81_3,MARCO_1775499,0,raw,gpt-4o-2024-08-06
81_3,MARCO_2599649,0,raw,gpt-4o-2024-08-06
81_3,MARCO_2656934,0,raw,gpt-4o-2024-08-06
81_3,MARCO_3342731,0,raw,gpt-4o-2024-08-06
81_3,MARCO_3878960,0,raw,gpt-4o-2024-08-06
81_3,MARCO_6205179,0,raw,gpt-4o-2024-08-06
81_4,CAR_234fcc136fbd2977dc2c68226fde0462c81d7a23,0,raw,gpt-4o-2024-08-06
81_4,MARCO_1758259,0,raw,gpt-4o-2024-08-06
81_4,MARCO_1816260,0,raw,gpt-4o-2024-08-06
81_4,MARCO_208642,0,raw,gpt-4o-2024-08-06
81_4,MARCO_2206762,0,raw,gpt-4o-2024-08-06
81_4,MARCO_5512403,0,raw,gpt-4o-2024-08-06
81_4,MARCO_5606356,0,raw,gpt-4o-2024-08-06
81_4,MARCO_6249957,0,raw,gpt-4o-2024-08-06
81_4,MARCO_6850064,0,raw,gpt-4o-2024-08-06
81_5,MARCO_1050047,0,raw,gpt-4o-2024-08-06
81_5,MARCO_1197120,0,raw,gpt-4o-2024-08-06
81_5,MARCO_1197122,0,raw,gpt-4o-2024-08-06
81_5,MARCO_120448,0,raw,gpt-4o-2024-08-06
81_5,MARCO_1381087,1,human|quretec|t5,gpt-4o-2024-08-06
81_5,MARCO_1732065,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_5,MARCO_36532,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_5,MARCO_4483154,0,raw,gpt-4o-2024-08-06
81_5,MARCO_4532458,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_5,MARCO_5152324,0,raw,gpt-4o-2024-08-06
81_5,MARCO_5388107,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_5,MARCO_5498468,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_5,MARCO_5653451,0,raw,gpt-4o-2024-08-06
81_5,MARCO_5779674,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_5,MARCO_6425343,0,raw,gpt-4o-2024-08-06
81_5,MARCO_6425344,0,raw,gpt-4o-2024-08-06
81_5,MARCO_6519779,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_5,MARCO_6673501,0,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_5,MARCO_671688,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_5,MARCO_6980837,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_5,MARCO_7095683,1,quretec,gpt-4o-2024-08-06
81_5,MARCO_7125698,0,raw,gpt-4o-2024-08-06
81_5,MARCO_8275264,3,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
81_5,MARCO_8486811,0,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_5,MARCO_962833,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_6,CAR_ce37932f97c5f3938dd1423882f92646554c1eba,0,raw,gpt-4o-2024-08-06
81_6,CAR_eb49e319fcead64d226ffee5b1528b7850e78087,3,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_6,MARCO_1717123,0,raw,gpt-4o-2024-08-06
81_6,MARCO_3411925,0,raw,gpt-4o-2024-08-06
81_6,MARCO_3588972,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_6,MARCO_3753060,0,gpt-4o-mini,gpt-4o-2024-08-06
81_6,MARCO_448488,0,raw,gpt-4o-2024-08-06
81_6,MARCO_448490,0,raw,gpt-4o-2024-08-06
81_6,MARCO_4498801,0,raw,gpt-4o-2024-08-06
81_6,MARCO_4516822,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_6,MARCO_4755489,1,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_6,MARCO_5107803,0,gpt-4o-mini,gpt-4o-2024-08-06
81_6,MARCO_538743,0,raw,gpt-4o-2024-08-06
81_6,MARCO_671685,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
81_6,MARCO_7131404,0,raw,gpt-4o-2024-08-06
81_6,MARCO_7289003,0,raw,gpt-4o-2024-08-06
81_6,MARCO_7517888,4,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_6,MARCO_7948850,0,gpt-4o,gpt-4o-2024-08-06
81_6,MARCO_8085433,0,raw,gpt-4o-2024-08-06
81_7,MARCO_1173646,0,raw,gpt-4o-2024-08-06
81_7,MARCO_1179985,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
81_7,MARCO_1179989,0,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
81_7,MARCO_1490624,0,raw,gpt-4o-2024-08-06
81_7,MARCO_1720869,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_7,MARCO_1778528,0,gpt-4o,gpt-4o-2024-08-06
81_7,MARCO_1968093,0,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
81_7,MARCO_2305628,0,raw,gpt-4o-2024-08-06
81_7,MARCO_3918502,0,quretec,gpt-4o-2024-08-06
81_7,MARCO_4029328,0,raw,gpt-4o-2024-08-06
81_7,MARCO_4516822,0,gpt-4o-mini,gpt-4o-2024-08-06
81_7,MARCO_4755489,0,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
81_7,MARCO_5643872,0,raw,gpt-4o-2024-08-06
81_7,MARCO_6723142,0,raw,gpt-4o-2024-08-06
81_7,MARCO_7396519,0,raw,gpt-4o-2024-08-06
81_7,MARCO_7517888,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_7,MARCO_7713538,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_7,MARCO_8275264,0,human|t5,gpt-4o-2024-08-06
81_7,MARCO_8799514,0,raw,gpt-4o-2024-08-06
81_8,CAR_23890f0f2c62d1443e609e79e92c77bde1ac1a84,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_8,CAR_2bf5f00cca147b5615f855bc335fa8819fb5cf98,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_8,CAR_59d405741245f3763289f6b8ea7b3b475d41888e,0,raw,gpt-4o-2024-08-06
81_8,CAR_82e2512becbd3c7fe7614857c4d01841330b2a14,0,gpt-4o|human|t5,gpt-4o-2024-08-06
81_8,CAR_b054d0d9f5b0f65f456dff25f8a6e40a76d8419f,0,raw,gpt-4o-2024-08-06
81_8,MARCO_1985087,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_8,MARCO_2165057,0,raw,gpt-4o-2024-08-06
81_8,MARCO_3882474,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
81_8,MARCO_4516822,0,gpt-4o|human,gpt-4o-2024-08-06
81_8,MARCO_5371677,0,raw,gpt-4o-2024-08-06
81_8,MARCO_5498471,0,quretec,gpt-4o-2024-08-06
81_8,MARCO_5498474,0,gpt-4o-mini,gpt-4o-2024-08-06
81_8,MARCO_5638757,0,raw,gpt-4o-2024-08-06
81_8,MARCO_5844152,0,quretec,gpt-4o-2024-08-06
81_8,MARCO_6348377,0,raw,gpt-4o-2024-08-06
81_8,MARCO_6432024,0,gpt-4o-mini,gpt-4o-2024-08-06
81_8,MARCO_6555538,0,gpt-4o|human|t5,gpt-4o-2024-08-06
81_8,MARCO_671685,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
81_8,MARCO_7482106,0,raw,gpt-4o-2024-08-06
81_8,MARCO_7482109,0,raw,gpt-4o-2024-08-06
81_8,MARCO_8447927,0,gpt-4o-mini,gpt-4o-2024-08-06
82_1,CAR_11a62de61f9acb61e79afcc17bc051aebeea4f8e,4,gpt-4o|gpt-4o-mini|human|quretec|raw|t5,gpt-4o-2024-08-06
82_1,CAR_124d76aa3e499e47b8b61d36f3c3b257606d83e5,3,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_1,CAR_3ffb6fe5085130cc6dfe6aee68f8c50486df3633,3,gpt-4o-mini,gpt-4o-2024-08-06
82_1,CAR_7dc309882a647d5d1f9d2545979314c2f99f9c35,1,human|quretec|raw|t5,gpt-4o-2024-08-06
82_1,CAR_9727b05a936eee2b477f4fb5d5276da27dabd9d4,2,gpt-4o-mini,gpt-4o-2024-08-06
82_1,CAR_9b54adf04082c61b5fc5faa1cde772e0f0aa3184,3,gpt-4o-mini,gpt-4o-2024-08-06
82_1,CAR_b015795c7dd202241ecdc7c9fa161c8d8782f01e,3,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_1,CAR_e62b57a18889af51479eb3f9838b7a81540b44f2,3,gpt-4o,gpt-4o-2024-08-06
82_1,MARCO_426278,1,gpt-4o|human|quretec|raw|t5,gpt-4o-2024-08-06
82_1,MARCO_6778183,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
82_1,MARCO_7510496,3,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_1,MARCO_888484,2,gpt-4o,gpt-4o-2024-08-06
82_10,CAR_1597ba3633d8cf7baf6d48b321e191a1c10d4516,0,t5,gpt-4o-2024-08-06
82_10,CAR_21084faaac7ac9a79f811ad2dfa69a727bb8070a,0,gpt-4o-mini,gpt-4o-2024-08-06
82_10,CAR_227e85bba2145e1ba7f710e46948df0fe12369b2,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_10,CAR_44467b0e7d0371a196cef42a50b4d465db0eb987,0,raw,gpt-4o-2024-08-06
82_10,CAR_595812b0c985be221cc7c6a1bcd5ec1e2fd42f0a,0,raw,gpt-4o-2024-08-06
82_10,CAR_5f800396fb1d81d7d4d7b0aeabd0d08ab3e6cb43,0,raw,gpt-4o-2024-08-06
82_10,CAR_69b2f81f411ce54bd0c4ffa639e041e064f851ab,0,raw,gpt-4o-2024-08-06
82_10,CAR_8ab9a83e3355e87cf1f360f1ba3cc0514c872ed7,0,gpt-4o-mini,gpt-4o-2024-08-06
82_10,CAR_8ee08d38b823bac863f716894facb0f3d6a96522,0,gpt-4o-mini,gpt-4o-2024-08-06
82_10,CAR_9000dc9c2bb9bb1a13a124dc752b9bc688a00d6a,0,quretec|t5,gpt-4o-2024-08-06
82_10,CAR_9421d7678cb7f71594737816602ca65519301d6f,0,raw,gpt-4o-2024-08-06
82_10,CAR_a13be1e1a69202717709760506cb98e578d0e04d,0,gpt-4o-mini,gpt-4o-2024-08-06
82_10,CAR_aec0493d56739ea9838ed2909ac61f343e94faec,0,gpt-4o-mini,gpt-4o-2024-08-06
82_10,CAR_b23dcee21d77c2b51f8c938d4f3b9bda385f42cf,0,quretec|t5,gpt-4o-2024-08-06
82_10,CAR_c3ea1e2bb0df79824ea4dfab1d636ee944e7d227,0,raw,gpt-4o-2024-08-06
82_10,CAR_c455e02f42d13cb327353ae6b20be215572f9b92,0,gpt-4o-mini,gpt-4o-2024-08-06
82_10,CAR_d233826ad609dfd71def00514864033981232f0a,0,gpt-4o-mini,gpt-4o-2024-08-06
82_10,CAR_d7bb6af9d345319a34404d7393f289ef01c919fa,0,gpt-4o-mini,gpt-4o-2024-08-06
82_10,CAR_e5caf59e82b64ef8f489f1cb506f429226b79554,0,gpt-4o-mini,gpt-4o-2024-08-06
82_10,CAR_e771343dbd45aea221bce3e6e1e2feb06467fc64,0,gpt-4o-mini,gpt-4o-2024-08-06
82_10,CAR_f9991ec91c2ca5ba51a65ced2c904bdfa3cd3fec,0,raw,gpt-4o-2024-08-06
82_10,MARCO_1634610,0,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_10,MARCO_3851664,0,gpt-4o,gpt-4o-2024-08-06
82_10,MARCO_3981509,0,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_10,MARCO_7383848,0,quretec|t5,gpt-4o-2024-08-06
82_2,CAR_e62b57a18889af51479eb3f9838b7a81540b44f2,2,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
82_2,MARCO_2161042,0,raw,gpt-4o-2024-08-06
82_2,MARCO_3381365,1,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_2,MARCO_3381366,1,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_2,MARCO_3381372,1,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_2,MARCO_3595250,0,raw,gpt-4o-2024-08-06
82_2,MARCO_3595251,0,raw,gpt-4o-2024-08-06
82_2,MARCO_5727235,1,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_2,MARCO_6435678,1,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_2,MARCO_6435680,0,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_2,MARCO_6435681,0,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_2,MARCO_6435682,1,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_2,MARCO_7538737,1,quretec,gpt-4o-2024-08-06
82_3,CAR_97a4ef9e643a972726b7598d836e8727f3030b11,0,raw,gpt-4o-2024-08-06
82_3,MARCO_1025115,0,raw,gpt-4o-2024-08-06
82_3,MARCO_1441140,1,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_3,MARCO_2161038,0,raw,gpt-4o-2024-08-06
82_3,MARCO_2161042,0,raw,gpt-4o-2024-08-06
82_3,MARCO_2161045,0,raw,gpt-4o-2024-08-06
82_3,MARCO_3381366,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_3,MARCO_4350709,0,raw,gpt-4o-2024-08-06
82_3,MARCO_5516248,0,raw,gpt-4o-2024-08-06
82_3,MARCO_8051226,2,gpt-4o|human|llama-3.1-8b-instant|t5,gpt-4o-2024-08-06
82_4,CAR_0ba7d0a4a46836baa713d1a19713a65968024bef,1,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_4,CAR_0c53f70220213a31b051b3a5de1cdf618a11f67a,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_4,CAR_171b1d6b3e1a47abd4447f4decf92089a3bb8efb,0,raw,gpt-4o-2024-08-06
82_4,CAR_189fd1a69f79cfdc827d1c2a014a6803d0489a3a,0,raw,gpt-4o-2024-08-06
82_4,CAR_211f82b2655841b0c6b80c439b931567fd28c145,0,raw,gpt-4o-2024-08-06
82_4,CAR_37f7e0db918d7a12c4fc9a461f5a622c58ba3be7,0,raw,gpt-4o-2024-08-06
82_4,MARCO_1810318,0,raw,gpt-4o-2024-08-06
82_4,MARCO_7872400,0,raw,gpt-4o-2024-08-06
82_4,MARCO_8707766,0,raw,gpt-4o-2024-08-06
82_5,CAR_2944ed918e5241622be22f146346d7f88cf1348d,1,gpt-4o-mini,gpt-4o-2024-08-06
82_5,CAR_56ffa566dacc42eabd90a2c1bb11857c39eb2057,0,gpt-4o-mini,gpt-4o-2024-08-06
82_5,CAR_9e196a5468814e7d55f3c106c9e0aae5839d4e1d,0,gpt-4o-mini,gpt-4o-2024-08-06
82_5,CAR_d911b63db57669e6d3f28f814e5e6fd00a18f007,0,gpt-4o-mini,gpt-4o-2024-08-06
82_5,CAR_f2dc0ba89d4ebe9b069f873cdefaa17e6bff8601,1,quretec,gpt-4o-2024-08-06
82_5,MARCO_2124678,1,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_5,MARCO_301406,0,gpt-4o-mini,gpt-4o-2024-08-06
82_5,MARCO_6749580,0,gpt-4o-mini,gpt-4o-2024-08-06
82_5,MARCO_7280976,0,raw,gpt-4o-2024-08-06
82_6,CAR_1821ae3fa13edaa0be76c479f2a46ef4a4ced4aa,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
82_6,CAR_1daab2805b915ce18d03c3f33aafa3b626d987f3,0,quretec|raw,gpt-4o-2024-08-06
82_6,CAR_53aa669da60357416a274819ceebabe1ccf8dd3c,0,gpt-4o-mini|t5,gpt-4o-2024-08-06
82_6,CAR_5dd121aab4f0f86e1ab207cdad7bf5a13dd271c9,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
82_6,CAR_5e556793556862fe86cb79b60b8730c72989b276,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
82_6,CAR_96d8ff864c9572a16fad86a2a4e65b3812ea2fd4,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
82_6,CAR_b9cfc70ae6de81b943b819b7dc79d469f5632107,0,quretec|raw,gpt-4o-2024-08-06
82_6,CAR_e013eee280915d2b3f397923248f8881d706424f,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
82_6,MARCO_1985713,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
82_6,MARCO_2124678,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_6,MARCO_3344133,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
82_6,MARCO_3447223,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
82_6,MARCO_3981509,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_6,MARCO_8723618,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
82_7,CAR_01261fc64032615f50930b35a170b8346a77ad18,4,llama-3.3-70b-versatile,gpt-4o-2024-08-06
82_7,CAR_8fd2ecc21e666350fa21b426720e2d2cab9949ed,1,gpt-4o-mini,gpt-4o-2024-08-06
82_7,CAR_b9d0b75d24cda8ea5bb0cc1f1da09be886d84783,0,raw,gpt-4o-2024-08-06
82_7,CAR_bc6aa04bc2aa0213fdbc84484e6137a0266415bd,0,gpt-4o-mini,gpt-4o-2024-08-06
82_7,MARCO_4367869,0,raw,gpt-4o-2024-08-06
82_7,MARCO_5878286,0,raw,gpt-4o-2024-08-06
82_7,MARCO_6171809,0,gpt-4o-mini,gpt-4o-2024-08-06
82_7,MARCO_6190983,0,gpt-4o-mini,gpt-4o-2024-08-06
82_7,MARCO_6296750,0,raw,gpt-4o-2024-08-06
82_7,MARCO_6296754,0,raw,gpt-4o-2024-08-06
82_7,MARCO_6682581,0,gpt-4o-mini,gpt-4o-2024-08-06
82_7,MARCO_6719876,0,gpt-4o-mini,gpt-4o-2024-08-06
82_7,MARCO_6855779,0,raw,gpt-4o-2024-08-06
82_7,MARCO_6961216,0,gpt-4o-mini,gpt-4o-2024-08-06
82_8,CAR_1e79d85b1c5600c31b7a15ec220139da9ecba23c,0,raw,gpt-4o-2024-08-06
82_8,CAR_371a2059352ea8a82f5c38fed0ccb7df8ede94ea,0,raw,gpt-4o-2024-08-06
82_8,CAR_43c1a27c310776f6d5ba4073945da412ccb44826,0,raw,gpt-4o-2024-08-06
82_8,CAR_6edd7bd6def1573697833ad7e5a4ab56579f979a,1,human,gpt-4o-2024-08-06
82_8,CAR_7d64a3c20c5b7da4fa3ecfd0cc68c32e08c50eda,0,raw,gpt-4o-2024-08-06
82_8,CAR_9727b05a936eee2b477f4fb5d5276da27dabd9d4,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
82_8,CAR_b4814f7a3180c70ce58a4d8ebba9731cbc14f16f,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
82_8,CAR_f17841a63f157f3f7399f4d286f00a931080a60a,0,raw,gpt-4o-2024-08-06
82_8,MARCO_2168075,0,raw,gpt-4o-2024-08-06
82_8,MARCO_4032517,0,raw,gpt-4o-2024-08-06
82_8,MARCO_7935209,0,raw,gpt-4o-2024-08-06
82_9,CAR_08550265be7c35aa10de176010974fa3ca35a1ce,0,quretec|raw|t5,gpt-4o-2024-08-06
82_9,CAR_87fc5568709e8c087587501b00265a2892a89e25,1,gpt-4o-mini,gpt-4o-2024-08-06
82_9,CAR_a97e5d2485770a924107273eee2d2334e22f19dc,0,quretec|raw|t5,gpt-4o-2024-08-06
82_9,MARCO_1139514,1,gpt-4o-mini,gpt-4o-2024-08-06
82_9,MARCO_3366127,1,gpt-4o-mini,gpt-4o-2024-08-06
82_9,MARCO_3938305,0,gpt-4o-mini,gpt-4o-2024-08-06
82_9,MARCO_4275811,0,gpt-4o-mini,gpt-4o-2024-08-06
82_9,MARCO_6828207,1,gpt-4o-mini,gpt-4o-2024-08-06
82_9,MARCO_8624838,2,quretec|raw|t5,gpt-4o-2024-08-06
82_9,MARCO_877576,1,gpt-4o-mini,gpt-4o-2024-08-06
83_1,CAR_a210b0bb50251b529eb94a70c0c2112de51d46db,3,gpt-4o-mini,gpt-4o-2024-08-06
83_1,MARCO_1447461,2,gpt-4o,gpt-4o-2024-08-06
