qid,docid,llm_grade,systems,model
45_5,MARCO_4800155,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_5,MARCO_5328822,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_5,MARCO_5491263,0,quretec|raw,gpt-4o-2024-08-06
45_5,MARCO_5690597,0,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_5,MARCO_5832602,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_5,MARCO_5987513,0,quretec|raw,gpt-4o-2024-08-06
45_5,MARCO_6248938,1,gpt-4o,gpt-4o-2024-08-06
45_5,MARCO_6263054,1,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
45_5,MARCO_6572365,1,human,gpt-4o-2024-08-06
45_5,MARCO_6592763,3,human|t5,gpt-4o-2024-08-06
45_5,MARCO_6923151,0,gpt-4o-mini,gpt-4o-2024-08-06
45_5,MARCO_6985548,1,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_5,MARCO_7934463,0,quretec|raw,gpt-4o-2024-08-06
45_5,MARCO_8427648,0,quretec|raw,gpt-4o-2024-08-06
45_5,MARCO_8533709,0,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
45_5,MARCO_885338,2,gpt-4o,gpt-4o-2024-08-06
45_5,MARCO_960655,0,quretec|raw,gpt-4o-2024-08-06
45_6,CAR_210330e9df1b1d64cde084a4a7c99d907201c929,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_6,CAR_25206f5b902e8cd95b32918f4794eef30a18645a,0,quretec|raw|t5,gpt-4o-2024-08-06
45_6,CAR_3c87997db7f014f9cb0f25966e9d2451a765ed4f,0,quretec|raw|t5,gpt-4o-2024-08-06
45_6,CAR_8feafd35efb96e1785fa7f05ddfe38ca906b5161,4,gpt-4o,gpt-4o-2024-08-06
45_6,CAR_9d0bf02670381c87db2444229f8cfebf25511821,0,quretec|raw|t5,gpt-4o-2024-08-06
45_6,CAR_c0f32ebbe07ee1f8f19943aa98ec86789fd519cc,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_6,CAR_c1097568975e873f143e5b236edf4411e7142108,0,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_6,CAR_c3c70ca35a6116aed3f043ba0b308ca7109c5713,0,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_6,CAR_d3599bbad51538aec7413d48f4d84a1eb8a6fa22,0,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_6,CAR_d399b374fe43d927ce8199de953b4d9c55c4e16d,0,quretec|raw|t5,gpt-4o-2024-08-06
45_6,CAR_e130535cbe7fd4c0f55180f0d26dd9735ddfd4fb,4,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_6,MARCO_2198680,3,gpt-4o,gpt-4o-2024-08-06
45_6,MARCO_3346655,0,gpt-4o,gpt-4o-2024-08-06
45_6,MARCO_3791421,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_6,MARCO_4148957,2,gpt-4o-mini,gpt-4o-2024-08-06
45_6,MARCO_524701,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_6,MARCO_5539969,0,gpt-4o,gpt-4o-2024-08-06
45_6,MARCO_6327524,0,quretec|raw|t5,gpt-4o-2024-08-06
45_6,MARCO_6857613,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_6,MARCO_6947872,0,human,gpt-4o-2024-08-06
45_6,MARCO_6961038,0,human,gpt-4o-2024-08-06
45_6,MARCO_7783290,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_6,MARCO_7783292,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_6,MARCO_8200034,0,quretec|raw|t5,gpt-4o-2024-08-06
45_6,MARCO_8391172,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_7,MARCO_687633,1,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
45_8,MARCO_115713,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
45_8,MARCO_2290864,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_8,MARCO_2739761,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_8,MARCO_2739766,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_8,MARCO_2996571,0,raw,gpt-4o-2024-08-06
45_8,MARCO_356798,0,raw,gpt-4o-2024-08-06
45_8,MARCO_4203220,0,raw,gpt-4o-2024-08-06
45_8,MARCO_5255520,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_8,MARCO_5429638,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
45_8,MARCO_5633863,0,raw,gpt-4o-2024-08-06
45_8,MARCO_5848117,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_8,MARCO_6062197,0,raw,gpt-4o-2024-08-06
45_8,MARCO_6367437,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_8,MARCO_8459252,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_8,MARCO_8490798,0,raw,gpt-4o-2024-08-06
45_8,MARCO_8735592,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
45_8,MARCO_8770493,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_1,CAR_8cafe1ad4782f99b19b7dc376f61c45453cb8e54,2,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
46_1,CAR_b00c4f434b1874bd1b830526371a4b84b3123706,1,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_1,CAR_cdbddf92c2a1131288d0afd32656a62a4e9cd20e,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_1,CAR_d5624298915ad467278a128a63349cddd2fd4aec,1,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_1,CAR_ec5eab11eac83995b28fc406a801f8fa05b91f13,3,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
46_1,MARCO_3019181,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_1,MARCO_3496409,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_1,MARCO_3706925,3,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
46_1,MARCO_6747491,1,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_1,MARCO_6995532,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
46_10,CAR_08ed4a3f15720933d8af860ed5bbfd4a08ec6f81,0,quretec,gpt-4o-2024-08-06
46_10,CAR_256e5c22fd0a140cec1f390073953b5590f7f62c,0,quretec,gpt-4o-2024-08-06
46_10,CAR_27eff0dc5f5083036f000f8337c2f74166ae4d7b,0,quretec,gpt-4o-2024-08-06
46_10,CAR_2bb47abe74405856769e41084dc17ff7f5098967,0,quretec,gpt-4o-2024-08-06
46_10,CAR_3164e5a58ca8873eaa4f4c886aeaaaf3ceb25157,0,quretec,gpt-4o-2024-08-06
46_10,CAR_3419f9646a946c0b14ef18519ee362484340f86b,0,quretec,gpt-4o-2024-08-06
46_10,CAR_550d7bec2c01322838765a949a87839f2453c1ca,3,human|raw|t5,gpt-4o-2024-08-06
46_10,CAR_698eced7d380b26faa9cd17ae5483b16d955bec3,0,quretec,gpt-4o-2024-08-06
46_10,CAR_6ea01442949703374d566b98311e9841b6299bf2,4,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_10,CAR_849ef0aa1ef326d6850fbda1f3597e5648ef1b37,0,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_10,CAR_932086f5a787264064bb43ff189fe930b1320862,0,quretec,gpt-4o-2024-08-06
46_10,CAR_ad16df049e30d6bead35dbabfd656444e1f93c9f,0,human|raw|t5,gpt-4o-2024-08-06
46_10,CAR_ae5146134e748fda12bf4edc482cf0174a4a6b31,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_10,CAR_b1477b2b5f1ca130aed00ff0e6504afa7b803259,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_10,CAR_bceb0af0d7673631cc3815a1f0e8fdf851658c68,4,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_10,CAR_d0c2b80cad3308c17239fba038b96f1f292b2e64,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
46_10,CAR_d89852aaa40c864dc9f29c07751d7880f4116fea,1,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_10,MARCO_1306774,2,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_10,MARCO_1468630,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_10,MARCO_2500254,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_10,MARCO_3916000,0,quretec,gpt-4o-2024-08-06
46_10,MARCO_5054269,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_10,MARCO_8101377,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_10,MARCO_8591101,0,human|raw|t5,gpt-4o-2024-08-06
46_10,MARCO_8634681,2,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_2,CAR_12cf9664b4548c42e40b874c725c40cef7cd1fd3,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_2,CAR_587d9bc86c62df2dc148db2e21ae9153debdd2f1,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_2,CAR_9e657931165e9a1405765115d2fd4556861ba0cb,0,quretec,gpt-4o-2024-08-06
46_2,CAR_c692b9a5be5a67053974b160a6a2f5ea37985faa,1,quretec,gpt-4o-2024-08-06
46_2,CAR_c69404440ccfd52a78dc55c61b6231e84aa3819b,2,gpt-4o-mini|quretec,gpt-4o-2024-08-06
46_2,CAR_d352320617059752094df0c2d2778c47467b15f1,3,quretec,gpt-4o-2024-08-06
46_2,CAR_e5f9b75e5e515d71863f12684871fbfb47a51a45,0,quretec,gpt-4o-2024-08-06
46_2,CAR_f19efb682103c8976d04e6296ceebe36a5de3f7c,1,gpt-4o,gpt-4o-2024-08-06
46_2,CAR_f2a00e336613c391d863b7756a2816b9ed9bd953,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_2,MARCO_1758547,0,raw,gpt-4o-2024-08-06
46_2,MARCO_2063096,0,raw,gpt-4o-2024-08-06
46_2,MARCO_2206656,0,raw,gpt-4o-2024-08-06
46_2,MARCO_418123,0,raw,gpt-4o-2024-08-06
46_2,MARCO_4371870,0,quretec,gpt-4o-2024-08-06
46_2,MARCO_4879768,0,raw,gpt-4o-2024-08-06
46_2,MARCO_7347567,0,raw,gpt-4o-2024-08-06
46_2,MARCO_7452707,0,human|t5,gpt-4o-2024-08-06
46_2,MARCO_80398,0,raw,gpt-4o-2024-08-06
46_2,MARCO_8648722,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_3,MARCO_3455497,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_3,MARCO_4371875,4,gpt-4o,gpt-4o-2024-08-06
46_3,MARCO_6635392,4,gpt-4o,gpt-4o-2024-08-06
46_4,CAR_0074309bf123e368b103c65952ffe2f0c01d3ec4,0,gpt-4o-mini,gpt-4o-2024-08-06
46_4,CAR_8023d0a4197970d660437e854a01250c92748800,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_4,CAR_8116f159073b333440fa4f82b61553f06841d3fb,0,quretec|raw|t5,gpt-4o-2024-08-06
46_4,CAR_8b7fcdd90eedfbd342f304c7c73b0b0786c23c78,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_4,CAR_8df923281bfb997af72f9bf2262001413c3ac926,0,gpt-4o,gpt-4o-2024-08-06
46_4,CAR_a16f64bc85277db65a875b29a8a90e15e79b12ad,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
46_4,MARCO_1813405,0,gpt-4o,gpt-4o-2024-08-06
46_4,MARCO_2195147,0,gpt-4o-mini,gpt-4o-2024-08-06
46_4,MARCO_2512321,0,gpt-4o,gpt-4o-2024-08-06
46_4,MARCO_253422,0,gpt-4o-mini,gpt-4o-2024-08-06
46_4,MARCO_2560631,0,quretec|raw|t5,gpt-4o-2024-08-06
46_4,MARCO_2761094,0,gpt-4o-mini,gpt-4o-2024-08-06
46_4,MARCO_3034254,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_4,MARCO_3118451,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_4,MARCO_3332047,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_4,MARCO_3332050,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_4,MARCO_3448346,0,quretec|raw|t5,gpt-4o-2024-08-06
46_4,MARCO_3449995,0,gpt-4o,gpt-4o-2024-08-06
46_4,MARCO_3515712,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_4,MARCO_3550698,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_4,MARCO_3850425,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_4,MARCO_4106666,0,quretec|raw|t5,gpt-4o-2024-08-06
46_4,MARCO_4285769,0,gpt-4o,gpt-4o-2024-08-06
46_4,MARCO_4399258,0,gpt-4o,gpt-4o-2024-08-06
46_4,MARCO_4575388,0,human,gpt-4o-2024-08-06
46_4,MARCO_5149045,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_4,MARCO_5149049,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_4,MARCO_5149051,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_4,MARCO_5474225,0,llama-3.1-8b-instant|quretec|raw|t5,gpt-4o-2024-08-06
46_4,MARCO_6450265,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_4,MARCO_6845215,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_4,MARCO_7671234,0,gpt-4o-mini,gpt-4o-2024-08-06
46_4,MARCO_8270472,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_4,MARCO_8563920,0,human,gpt-4o-2024-08-06
46_4,MARCO_8661272,0,gpt-4o,gpt-4o-2024-08-06
46_5,MARCO_1138156,1,gpt-4o,gpt-4o-2024-08-06
46_5,MARCO_3194247,1,gpt-4o-mini|t5,gpt-4o-2024-08-06
46_5,MARCO_615146,0,raw,gpt-4o-2024-08-06
46_5,MARCO_7457703,0,raw,gpt-4o-2024-08-06
46_6,CAR_012e1bef7d6a97ed1efdc856de92b840aabc2216,0,raw,gpt-4o-2024-08-06
46_6,CAR_3757889240615e571a87becbf3479e6fa19b0456,1,quretec,gpt-4o-2024-08-06
46_6,CAR_37abe65ed1783e3467f4e5a2d13e6e1599301ae8,0,raw,gpt-4o-2024-08-06
46_6,CAR_61daf3b321a82f20e2fca2917cfb9ee010009e59,0,quretec,gpt-4o-2024-08-06
46_6,CAR_7b269b67ca1d1c4d8054c52a320bc4614a28d70e,3,t5,gpt-4o-2024-08-06
46_6,CAR_8e97e0586a64d500713dd178b47a901a88f54ab0,0,quretec,gpt-4o-2024-08-06
46_6,CAR_9215ed244de7df210d9eeea5c9d4c523fd11c468,4,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_6,CAR_ab5f6654a49588d7698b051a11375f04dd377033,0,raw,gpt-4o-2024-08-06
46_6,CAR_ac16181881ad2b51290700bce893054c8c23d771,0,raw,gpt-4o-2024-08-06
46_6,CAR_d0399f6cf341933e749e8fd72f766746ecd0aadc,0,raw,gpt-4o-2024-08-06
46_6,CAR_e2e432ef4312b68b41d4d9885613992b730f4768,3,gpt-4o|gpt-4o-mini|human|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_6,MARCO_1138163,4,gpt-4o|gpt-4o-mini|human|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_6,MARCO_2621076,0,quretec,gpt-4o-2024-08-06
46_6,MARCO_3001215,0,raw,gpt-4o-2024-08-06
46_6,MARCO_3194243,0,t5,gpt-4o-2024-08-06
46_6,MARCO_3194245,4,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_6,MARCO_3194246,0,t5,gpt-4o-2024-08-06
46_6,MARCO_3194247,3,t5,gpt-4o-2024-08-06
46_6,MARCO_3319501,3,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_6,MARCO_3455490,1,quretec,gpt-4o-2024-08-06
46_6,MARCO_3550698,1,quretec,gpt-4o-2024-08-06
46_6,MARCO_4627837,0,t5,gpt-4o-2024-08-06
46_6,MARCO_4905821,4,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_6,MARCO_6173554,4,quretec,gpt-4o-2024-08-06
46_6,MARCO_6214646,0,quretec,gpt-4o-2024-08-06
46_7,CAR_356b49a77e42982c48b56bae47eb5effc181afc5,4,quretec|raw,gpt-4o-2024-08-06
46_7,CAR_85dee97c27a856d324de882ce4a52622e26ba213,0,quretec|raw,gpt-4o-2024-08-06
46_7,CAR_984d0402fa4c5a281132721526722856e23a2f4e,1,gpt-4o|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
46_8,CAR_0e26c87fa5d7fb3033777a4d9a9d8cd38c42b617,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_8,CAR_3c7f5314e2864bc0dfb0f7b09d46052c60141338,2,quretec,gpt-4o-2024-08-06
46_8,CAR_460be9671158ba08fd281a625b8f3a066675ff1e,2,gpt-4o,gpt-4o-2024-08-06
46_8,CAR_4d47489517cafb2ae44801a8ff32fc361db1a672,0,gpt-4o-mini,gpt-4o-2024-08-06
46_8,CAR_6a6e8ddcafe2f8d94cb51e753b80093c4b3a143e,0,gpt-4o-mini,gpt-4o-2024-08-06
46_8,CAR_78fecd71c78ad8af42ad085d0b9adf0ff16d4c5b,1,quretec,gpt-4o-2024-08-06
46_8,CAR_8b7fcdd90eedfbd342f304c7c73b0b0786c23c78,0,human,gpt-4o-2024-08-06
46_8,CAR_8b971c6d6a340a6dd78564f50e7b617cadc6104a,0,gpt-4o-mini,gpt-4o-2024-08-06
46_8,CAR_8fdbbf084a7b6cd192d9419c951ec28ca1e7b258,1,gpt-4o,gpt-4o-2024-08-06
46_8,CAR_906a6639e52a5f3a94bd73d7143d3dcccd5c55d8,1,human,gpt-4o-2024-08-06
46_8,CAR_9508562e3d9b5fbe13de39085c72a522b5bb0312,2,quretec,gpt-4o-2024-08-06
46_8,CAR_97809fba2d133f43aedaf010fb4de8a9da425cfd,2,quretec,gpt-4o-2024-08-06
46_8,CAR_98bebb0d7ca11ba168dc7bbac7d60d74f4e15793,1,quretec,gpt-4o-2024-08-06
46_8,CAR_a944694dbed5e9cc487aaba4b74710a4c11a6d2b,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_8,CAR_aad562f3ec2ce6db50f613b0469ceb6a8045d16a,1,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_8,CAR_b1ae32f51a77bce71072a80bf78a7c9845d50c35,0,human,gpt-4o-2024-08-06
46_8,CAR_bc4191ea2253e005bc4c5bce20313a673af44468,1,gpt-4o,gpt-4o-2024-08-06
46_8,CAR_c44b33ff2b23d55b946affd72ca53f007ec63598,0,gpt-4o-mini,gpt-4o-2024-08-06
46_8,CAR_c4cf8bed4480abf2ffcc03fc74027500e742a723,1,gpt-4o-mini,gpt-4o-2024-08-06
46_8,CAR_d8b20f3dcfc930d5ae570e831c6fe90be7706d97,1,quretec,gpt-4o-2024-08-06
46_8,CAR_db55a1506f5efde0c0fc5bbf296eae876df19705,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_8,CAR_e0c540434d224835e7695b2a58ced5b2bb3ef193,1,raw|t5,gpt-4o-2024-08-06
46_8,CAR_ed1ec52ffceb74e4f304d6b2b8fa6b04b40b98c3,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_8,CAR_faa5df38bdbbf299869e095001f41062fbc23a50,2,gpt-4o,gpt-4o-2024-08-06
46_8,CAR_fe49fcc092d50cb88a179e355ccfaaad5ab2f87f,0,gpt-4o-mini,gpt-4o-2024-08-06
46_8,MARCO_2490582,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_8,MARCO_2621076,0,human|llama-3.1-8b-instant,gpt-4o-2024-08-06
46_8,MARCO_3455490,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_8,MARCO_4064059,0,gpt-4o-mini,gpt-4o-2024-08-06
46_8,MARCO_4093483,0,gpt-4o-mini,gpt-4o-2024-08-06
46_8,MARCO_4627837,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
46_8,MARCO_4661863,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_8,MARCO_7249211,0,gpt-4o-mini,gpt-4o-2024-08-06
46_8,MARCO_8808328,0,raw|t5,gpt-4o-2024-08-06
46_9,CAR_08ed4a3f15720933d8af860ed5bbfd4a08ec6f81,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec,gpt-4o-2024-08-06
46_9,CAR_22a4f1287505450e7eef4e0f051143199777df07,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
46_9,CAR_256e5c22fd0a140cec1f390073953b5590f7f62c,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile|quretec,gpt-4o-2024-08-06
46_9,CAR_2b635803b58e59fb34a0045e3c1fe2b42fa5caae,0,t5,gpt-4o-2024-08-06
46_9,CAR_2c60a860a6ffa0397c0869b11672920dbffded9e,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
46_9,CAR_3164e5a58ca8873eaa4f4c886aeaaaf3ceb25157,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
46_9,CAR_408a230d301f8296df5f911363a24280d86e2068,3,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_9,CAR_698eced7d380b26faa9cd17ae5483b16d955bec3,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
46_9,CAR_a08f872a8fc226ccc5665689d718259b70f45f83,0,raw,gpt-4o-2024-08-06
46_9,CAR_b903e9dc20ab4e8b34cf33003399ec924c6cc850,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|quretec,gpt-4o-2024-08-06
46_9,MARCO_3916000,2,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
46_9,MARCO_770824,1,human,gpt-4o-2024-08-06
47_1,CAR_1e1368a0fc1045b10739e1bebf6ddb2b4f2fae92,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
47_1,CAR_7d4f49ccfe5d7c359750407b04db65541965540e,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
47_1,CAR_7f61a1ce5af394a152c427c59558328770b33454,0,gpt-4o,gpt-4o-2024-08-06
47_1,CAR_b5764acdf02c168e606cccc856c20e23fae90302,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
47_1,CAR_cb4d236704713c7171dcb9e8e315bccc91766cce,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
47_1,CAR_cba9656f51fe57c77b0e6253cd922b4403b5826e,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
47_1,CAR_d7095c837c548c4a4cc4dcb3da156bda30289fba,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
47_1,MARCO_8066258,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
47_1,MARCO_8565361,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
47_2,CAR_b5764acdf02c168e606cccc856c20e23fae90302,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
47_2,CAR_cba9656f51fe57c77b0e6253cd922b4403b5826e,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
47_2,MARCO_2260168,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
47_2,MARCO_3684186,0,human|llama-3.1-8b-instant|t5,gpt-4o-2024-08-06
47_2,MARCO_4021968,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
47_2,MARCO_7560029,0,raw,gpt-4o-2024-08-06
47_2,MARCO_7560030,0,raw,gpt-4o-2024-08-06
47_2,MARCO_8565361,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
47_3,CAR_0a05a066c7a98cb7c958c96d5a13bcabafb4c1d8,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
47_3,CAR_1761098a9066cb78b4ece9d5971b2dabb51f5ec7,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
47_3,CAR_2aaf4d896282d6b8f4d5e3ad224735d9bfc31875,0,gpt-4o-mini,gpt-4o-2024-08-06
47_3,CAR_43d78f08089a7af99eaf9bb36bf1f36acb2e4acf,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
47_3,CAR_4c285039803932d8ec90d0ec2bbf39df3ac8e7c7,0,raw,gpt-4o-2024-08-06
47_3,CAR_55b4881b8d6e63e7d92adfb0e851622b65ec9d52,0,raw,gpt-4o-2024-08-06
47_3,CAR_87f5672941e5a93f4227f6186778e6a63eefc508,0,gpt-4o-mini,gpt-4o-2024-08-06
47_3,CAR_9802293781586f1f03467c5427f2855c64701e2d,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
47_3,CAR_9b8e0d49d807b34d78f6ebf62a87a4938f353ae6,0,raw,gpt-4o-2024-08-06
47_3,CAR_9c5b2aa84f38bd9454020b287f8f3ea4053e5ed3,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
47_3,CAR_c095022e72109094497d41d9166af426fbfd8633,0,gpt-4o,gpt-4o-2024-08-06
47_3,CAR_cf51dfa9ec93a9a0753ff15b5ba7d9fca931091e,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
47_3,CAR_d0a3764a218240abd2e6ac467a88ee3031440c1c,2,gpt-4o,gpt-4o-2024-08-06
47_3,CAR_dc14e1b5078081d1dcb7f2fb1c56d98ac026c349,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
47_3,CAR_dcb2d891a61496b098abc60c875f33369701a34b,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
47_3,CAR_ec3ee1042f94e913cfa512dea3057b3db7d1a206,0,gpt-4o,gpt-4o-2024-08-06
47_3,CAR_f953ca496dfe17f5eecd1443ad7922f6e88ef0b1,1,gpt-4o-mini,gpt-4o-2024-08-06
47_3,MARCO_1861014,0,raw,gpt-4o-2024-08-06
47_3,MARCO_2146624,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
47_3,MARCO_3483596,1,gpt-4o,gpt-4o-2024-08-06
47_3,MARCO_5124480,0,raw,gpt-4o-2024-08-06
47_3,MARCO_5682306,0,raw,gpt-4o-2024-08-06
47_3,MARCO_5950021,0,raw,gpt-4o-2024-08-06
47_3,MARCO_6337085,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
47_3,MARCO_8334944,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
47_3,MARCO_8369565,0,human|t5,gpt-4o-2024-08-06
